pokemon_id,name,location_area,location,region,generation
10,caterpie,viridian-forest-area,viridian-forest,kanto,1
10,caterpie,pattern-bush-area,pattern-bush,kanto,1
10,caterpie,kalos-route-2-area,kalos-route-2,kalos,1
10,caterpie,santalune-forest-area,santalune-forest,kalos,1
10,caterpie,azalea-town-area,azalea-town,johto,1
10,caterpie,alola-route-1-east,alola-route-1,alola,1
10,caterpie,alola-route-1-south,alola-route-1,alola,1
10,caterpie,alola-route-1-west,alola-route-1,alola,1
10,caterpie,alola-route-5-area,alola-route-5,alola,1
10,caterpie,lush-jungle-north,lush-jungle,alola,1
10,caterpie,lush-jungle-south,lush-jungle,alola,1
10,caterpie,lush-jungle-west,lush-jungle,alola,1
10,caterpie,melemele-meadow-area,melemele-meadow,alola,1
13,weedle,eterna-forest-area,eterna-forest,sinnoh,1
13,weedle,sinnoh-route-204-south-towards-jubilife-city,sinnoh-route-204,sinnoh,1
13,weedle,sinnoh-route-204-north-towards-floaroma-town,sinnoh-route-204,sinnoh,1
13,weedle,johto-route-30-area,johto-route-30,johto,1
13,weedle,johto-route-31-area,johto-route-31,johto,1
13,weedle,ilex-forest-area,ilex-forest,johto,1
13,weedle,johto-route-34-area,johto-route-34,johto,1
13,weedle,johto-route-35-area,johto-route-35,johto,1
13,weedle,national-park-area,national-park,johto,1
13,weedle,unknown-all-bugs-area,unknown-all-bugs,johto,1
13,weedle,johto-route-36-area,johto-route-36,johto,1
13,weedle,johto-route-37-area,johto-route-37,johto,1
13,weedle,johto-route-38-area,johto-route-38,johto,1
13,weedle,johto-route-39-area,johto-route-39,johto,1
13,weedle,lake-of-rage-area,lake-of-rage,johto,1
13,weedle,kanto-route-26-area,kanto-route-26,kanto,1
13,weedle,kanto-route-27-area,kanto-route-27,kanto,1
13,weedle,kanto-route-2-south-towards-viridian-city,kanto-route-2,kanto,1
13,weedle,kanto-route-24-area,kanto-route-24,kanto,1
13,weedle,kanto-route-25-area,kanto-route-25,kanto,1
13,weedle,kanto-route-2-north-towards-pewter-city,kanto-route-2,kanto,1
13,weedle,viridian-forest-area,viridian-forest,kanto,1
13,weedle,pattern-bush-area,pattern-bush,kanto,1
13,weedle,kalos-route-2-area,kalos-route-2,kalos,1
13,weedle,santalune-forest-area,santalune-forest,kalos,1
13,weedle,azalea-town-area,azalea-town,johto,1
16,pidgey,sinnoh-route-229-area,sinnoh-route-229,sinnoh,1
16,pidgey,johto-route-29-area,johto-route-29,johto,1
16,pidgey,johto-route-30-area,johto-route-30,johto,1
16,pidgey,johto-route-31-area,johto-route-31,johto,1
16,pidgey,johto-route-32-area,johto-route-32,johto,1
16,pidgey,ilex-forest-area,ilex-forest,johto,1
16,pidgey,johto-route-34-area,johto-route-34,johto,1
16,pidgey,johto-route-35-area,johto-route-35,johto,1
16,pidgey,national-park-area,national-park,johto,1
16,pidgey,johto-route-36-area,johto-route-36,johto,1
16,pidgey,johto-route-37-area,johto-route-37,johto,1
16,pidgey,kanto-route-12-area,kanto-route-12,kanto,1
16,pidgey,kanto-route-1-area,kanto-route-1,kanto,1
16,pidgey,kanto-route-2-south-towards-viridian-city,kanto-route-2,kanto,1
16,pidgey,kanto-route-3-area,kanto-route-3,kanto,1
16,pidgey,kanto-route-5-area,kanto-route-5,kanto,1
16,pidgey,kanto-route-6-area,kanto-route-6,kanto,1
16,pidgey,kanto-route-7-area,kanto-route-7,kanto,1
16,pidgey,kanto-route-8-area,kanto-route-8,kanto,1
16,pidgey,kanto-route-11-area,kanto-route-11,kanto,1
16,pidgey,kanto-route-13-area,kanto-route-13,kanto,1
16,pidgey,kanto-route-14-area,kanto-route-14,kanto,1
16,pidgey,kanto-route-15-area,kanto-route-15,kanto,1
16,pidgey,kanto-sea-route-21-area,kanto-sea-route-21,kanto,1
16,pidgey,kanto-route-24-area,kanto-route-24,kanto,1
16,pidgey,kanto-route-25-area,kanto-route-25,kanto,1
16,pidgey,kanto-route-2-north-towards-pewter-city,kanto-route-2,kanto,1
16,pidgey,viridian-forest-area,viridian-forest,kanto,1
16,pidgey,berry-forest-area,berry-forest,kanto,1
16,pidgey,bond-bridge-area,bond-bridge,kanto,1
16,pidgey,five-isle-meadow-area,five-isle-meadow,kanto,1
16,pidgey,kalos-route-2-area,kalos-route-2,kalos,1
16,pidgey,kalos-route-3-area,kalos-route-3,kalos,1
16,pidgey,johto-safari-zone-zone-forest,johto-safari-zone,johto,1
19,rattata,sinnoh-route-225-area,sinnoh-route-225,sinnoh,1
19,rattata,sinnoh-sea-route-226-area,sinnoh-sea-route-226,sinnoh,1
19,rattata,johto-route-29-area,johto-route-29,johto,1
19,rattata,johto-route-30-area,johto-route-30,johto,1
19,rattata,johto-route-31-area,johto-route-31,johto,1
19,rattata,sprout-tower-2f,sprout-tower,johto,1
19,rattata,sprout-tower-3f,sprout-tower,johto,1
19,rattata,johto-route-32-area,johto-route-32,johto,1
19,rattata,union-cave-1f,union-cave,johto,1
19,rattata,union-cave-b1f,union-cave,johto,1
19,rattata,union-cave-b2f,union-cave,johto,1
19,rattata,johto-route-33-area,johto-route-33,johto,1
19,rattata,johto-route-34-area,johto-route-34,johto,1
19,rattata,burned-tower-1f,burned-tower,johto,1
19,rattata,burned-tower-b1f,burned-tower,johto,1
19,rattata,bell-tower-2f,bell-tower,johto,1
19,rattata,bell-tower-3f,bell-tower,johto,1
19,rattata,bell-tower-4f,bell-tower,johto,1
19,rattata,bell-tower-5f,bell-tower,johto,1
19,rattata,bell-tower-6f,bell-tower,johto,1
19,rattata,bell-tower-7f,bell-tower,johto,1
19,rattata,bell-tower-8f,bell-tower,johto,1
19,rattata,bell-tower-9f,bell-tower,johto,1
19,rattata,johto-route-38-area,johto-route-38,johto,1
19,rattata,johto-route-39-area,johto-route-39,johto,1
19,rattata,johto-route-42-area,johto-route-42,johto,1
19,rattata,mt-mortar-1f,mt-mortar,johto,1
19,rattata,mt-mortar-lower-cave,mt-mortar,johto,1
19,rattata,mt-mortar-b1f,mt-mortar,johto,1
19,rattata,johto-route-46-area,johto-route-46,johto,1
19,rattata,bell-tower-10f,bell-tower,johto,1
19,rattata,unknown-all-rattata-area,unknown-all-rattata,johto,1
19,rattata,kanto-route-1-area,kanto-route-1,kanto,1
19,rattata,kanto-route-2-south-towards-viridian-city,kanto-route-2,kanto,1
19,rattata,kanto-route-3-area,kanto-route-3,kanto,1
19,rattata,kanto-route-4-area,kanto-route-4,kanto,1
19,rattata,kanto-route-5-area,kanto-route-5,kanto,1
19,rattata,kanto-route-6-area,kanto-route-6,kanto,1
19,rattata,kanto-route-7-area,kanto-route-7,kanto,1
19,rattata,kanto-route-8-area,kanto-route-8,kanto,1
19,rattata,kanto-route-9-area,kanto-route-9,kanto,1
19,rattata,kanto-route-10-area,kanto-route-10,kanto,1
19,rattata,kanto-route-11-area,kanto-route-11,kanto,1
19,rattata,kanto-route-16-area,kanto-route-16,kanto,1
19,rattata,kanto-route-17-area,kanto-route-17,kanto,1
19,rattata,kanto-route-18-area,kanto-route-18,kanto,1
19,rattata,kanto-sea-route-21-area,kanto-sea-route-21,kanto,1
19,rattata,kanto-route-22-area,kanto-route-22,kanto,1
19,rattata,tohjo-falls-area,tohjo-falls,johto,1
19,rattata,pokemon-mansion-1f,pokemon-mansion,kanto,1
19,rattata,pokemon-mansion-2f,pokemon-mansion,kanto,1
19,rattata,pokemon-mansion-3f,pokemon-mansion,kanto,1
19,rattata,pokemon-mansion-b1f,pokemon-mansion,kanto,1
19,rattata,castelia-city-area,castelia-city,unova,1
19,rattata,castelia-sewers-area,castelia-sewers,unova,1
19,rattata,castelia-sewers-unknown-area-38,castelia-sewers,unova,1
19,rattata,relic-passage-castelia-sewers-entrance,relic-passage,unova,1
19,rattata,alola-route-1-south,alola-route-1,alola,1
21,spearow,sinnoh-route-225-area,sinnoh-route-225,sinnoh,1
21,spearow,sinnoh-sea-route-226-area,sinnoh-sea-route-226,sinnoh,1
21,spearow,johto-route-29-area,johto-route-29,johto,1
21,spearow,johto-route-30-area,johto-route-30,johto,1
21,spearow,johto-route-31-area,johto-route-31,johto,1
21,spearow,johto-route-32-area,johto-route-32,johto,1
21,spearow,johto-route-33-area,johto-route-33,johto,1
21,spearow,johto-route-42-area,johto-route-42,johto,1
21,spearow,johto-route-43-area,johto-route-43,johto,1
21,spearow,johto-route-44-area,johto-route-44,johto,1
21,spearow,johto-route-45-area,johto-route-45,johto,1
21,spearow,johto-route-46-area,johto-route-46,johto,1
21,spearow,johto-route-47-area,johto-route-47,johto,1
21,spearow,kanto-route-3-area,kanto-route-3,kanto,1
21,spearow,kanto-route-4-area,kanto-route-4,kanto,1
21,spearow,kanto-route-7-area,kanto-route-7,kanto,1
21,spearow,kanto-route-9-area,kanto-route-9,kanto,1
21,spearow,kanto-route-10-area,kanto-route-10,kanto,1
21,spearow,kanto-route-11-area,kanto-route-11,kanto,1
21,spearow,kanto-route-16-area,kanto-route-16,kanto,1
21,spearow,kanto-route-17-area,kanto-route-17,kanto,1
21,spearow,kanto-route-18-area,kanto-route-18,kanto,1
21,spearow,kanto-route-22-area,kanto-route-22,kanto,1
21,spearow,kanto-route-23-area,kanto-route-23,kanto,1
21,spearow,mt-ember-area,mt-ember,kanto,1
21,spearow,kindle-road-area,kindle-road,kanto,1
21,spearow,treasure-beach-area,treasure-beach,kanto,1
21,spearow,cape-brink-area,cape-brink,kanto,1
21,spearow,water-path-area,water-path,kanto,1
21,spearow,ruin-valley-area,ruin-valley,kanto,1
21,spearow,canyon-entrance-area,canyon-entrance,kanto,1
21,spearow,goldenrod-city-north-gate,goldenrod-city,johto,1
21,spearow,azalea-town-area,azalea-town,johto,1
21,spearow,johto-safari-zone-zone-wetland,johto-safari-zone,johto,1
21,spearow,alola-route-2-north,alola-route-2,alola,1
21,spearow,alola-route-3-north,alola-route-3,alola,1
21,spearow,alola-route-3-south,alola-route-3,alola,1
21,spearow,poke-pelago-poni-island-reached,poke-pelago,alola,1
21,spearow,poke-pelago-ulaula-island-reached,poke-pelago,alola,1
21,spearow,poke-pelago-elite-four-defeated,poke-pelago,alola,1
23,ekans,sinnoh-route-212-east-towards-pastoria-city,sinnoh-route-212,sinnoh,1
23,ekans,johto-route-32-area,johto-route-32,johto,1
23,ekans,johto-route-33-area,johto-route-33,johto,1
23,ekans,johto-route-42-area,johto-route-42,johto,1
23,ekans,kanto-route-26-area,kanto-route-26,kanto,1
23,ekans,kanto-route-27-area,kanto-route-27,kanto,1
23,ekans,kanto-route-3-area,kanto-route-3,kanto,1
23,ekans,kanto-route-4-area,kanto-route-4,kanto,1
23,ekans,kanto-route-8-area,kanto-route-8,kanto,1
23,ekans,kanto-route-9-area,kanto-route-9,kanto,1
23,ekans,kanto-route-10-area,kanto-route-10,kanto,1
23,ekans,kanto-route-11-area,kanto-route-11,kanto,1
23,ekans,kanto-route-23-area,kanto-route-23,kanto,1
23,ekans,azalea-town-area,azalea-town,johto,1
23,ekans,johto-safari-zone-zone-marshland,johto-safari-zone,johto,1
23,ekans,alola-route-2-north,alola-route-2,alola,1
23,ekans,alola-route-2-south,alola-route-2,alola,1
27,sandshrew,wayward-cave-1f,wayward-cave,sinnoh,1
27,sandshrew,wayward-cave-b1f,wayward-cave,sinnoh,1
27,sandshrew,union-cave-1f,union-cave,johto,1
27,sandshrew,union-cave-b1f,union-cave,johto,1
27,sandshrew,mt-moon-1f,mt-moon,kanto,1
27,sandshrew,mt-moon-2f,mt-moon,kanto,1
27,sandshrew,kanto-route-3-area,kanto-route-3,kanto,1
27,sandshrew,kanto-route-4-area,kanto-route-4,kanto,1
27,sandshrew,kanto-route-8-area,kanto-route-8,kanto,1
27,sandshrew,kanto-route-9-area,kanto-route-9,kanto,1
27,sandshrew,kanto-route-10-area,kanto-route-10,kanto,1
27,sandshrew,kanto-route-11-area,kanto-route-11,kanto,1
27,sandshrew,kanto-route-23-area,kanto-route-23,kanto,1
27,sandshrew,hoenn-route-111-area,hoenn-route-111,hoenn,1
27,sandshrew,hoenn-route-113-area,hoenn-route-113,hoenn,1
27,sandshrew,mirage-tower-area,mirage-tower,hoenn,1
27,sandshrew,desert-resort-entrance,desert-resort,unova,1
27,sandshrew,desert-resort-area,desert-resort,unova,1
27,sandshrew,relic-castle-a,relic-castle,unova,1
27,sandshrew,johto-safari-zone-zone-desert,johto-safari-zone,johto,1
29,nidoran-f,sinnoh-route-201-area,sinnoh-route-201,sinnoh,1
29,nidoran-f,johto-route-35-area,johto-route-35,johto,1
29,nidoran-f,national-park-area,national-park,johto,1
29,nidoran-f,johto-route-36-area,johto-route-36,johto,1
29,nidoran-f,kanto-route-2-south-towards-viridian-city,kanto-route-2,kanto,1
29,nidoran-f,kanto-route-3-area,kanto-route-3,kanto,1
29,nidoran-f,kanto-route-9-area,kanto-route-9,kanto,1
29,nidoran-f,kanto-route-10-area,kanto-route-10,kanto,1
29,nidoran-f,kanto-route-22-area,kanto-route-22,kanto,1
29,nidoran-f,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
29,nidoran-f,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
29,nidoran-f,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
29,nidoran-f,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
29,nidoran-f,johto-safari-zone-zone-savannah,johto-safari-zone,johto,1
32,nidoran-m,sinnoh-route-201-area,sinnoh-route-201,sinnoh,1
32,nidoran-m,johto-route-35-area,johto-route-35,johto,1
32,nidoran-m,national-park-area,national-park,johto,1
32,nidoran-m,johto-route-36-area,johto-route-36,johto,1
32,nidoran-m,kanto-route-2-south-towards-viridian-city,kanto-route-2,kanto,1
32,nidoran-m,kanto-route-3-area,kanto-route-3,kanto,1
32,nidoran-m,kanto-route-9-area,kanto-route-9,kanto,1
32,nidoran-m,kanto-route-10-area,kanto-route-10,kanto,1
32,nidoran-m,kanto-route-22-area,kanto-route-22,kanto,1
32,nidoran-m,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
32,nidoran-m,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
32,nidoran-m,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
32,nidoran-m,kanto-safari-zone-area-3-west,kanto-safari-zone,kanto,1
37,vulpix,sinnoh-route-209-area,sinnoh-route-209,sinnoh,1
37,vulpix,sinnoh-route-214-area,sinnoh-route-214,sinnoh,1
37,vulpix,johto-route-36-area,johto-route-36,johto,1
37,vulpix,johto-route-37-area,johto-route-37,johto,1
37,vulpix,johto-route-48-area,johto-route-48,johto,1
37,vulpix,kanto-route-7-area,kanto-route-7,kanto,1
37,vulpix,kanto-route-8-area,kanto-route-8,kanto,1
37,vulpix,pokemon-mansion-1f,pokemon-mansion,kanto,1
37,vulpix,pokemon-mansion-2f,pokemon-mansion,kanto,1
37,vulpix,pokemon-mansion-3f,pokemon-mansion,kanto,1
37,vulpix,pokemon-mansion-b1f,pokemon-mansion,kanto,1
37,vulpix,mt-pyre-outside,mt-pyre,hoenn,1
37,vulpix,abundant-shrine-area,abundant-shrine,unova,1
41,zubat,oreburgh-mine-1f,oreburgh-mine,sinnoh,1
41,zubat,oreburgh-mine-b1f,oreburgh-mine,sinnoh,1
41,zubat,mt-coronet-1f-route-207,mt-coronet,sinnoh,1
41,zubat,mt-coronet-4f,mt-coronet,sinnoh,1
41,zubat,mt-coronet-1f-route-211,mt-coronet,sinnoh,1
41,zubat,mt-coronet-b1f,mt-coronet,sinnoh,1
41,zubat,ravaged-path-area,ravaged-path,sinnoh,1
41,zubat,oreburgh-gate-1f,oreburgh-gate,sinnoh,1
41,zubat,oreburgh-gate-b1f,oreburgh-gate,sinnoh,1
41,zubat,wayward-cave-1f,wayward-cave,sinnoh,1
41,zubat,wayward-cave-b1f,wayward-cave,sinnoh,1
41,zubat,iron-island-1f,iron-island,sinnoh,1
41,zubat,acuity-lakefront-area,acuity-lakefront,sinnoh,1
41,zubat,sinnoh-route-203-area,sinnoh-route-203,sinnoh,1
41,zubat,sinnoh-route-204-south-towards-jubilife-city,sinnoh-route-204,sinnoh,1
41,zubat,sinnoh-route-204-north-towards-floaroma-town,sinnoh-route-204,sinnoh,1
41,zubat,sinnoh-route-206-area,sinnoh-route-206,sinnoh,1
41,zubat,sinnoh-route-207-area,sinnoh-route-207,sinnoh,1
41,zubat,sinnoh-route-208-area,sinnoh-route-208,sinnoh,1
41,zubat,sinnoh-route-209-area,sinnoh-route-209,sinnoh,1
41,zubat,lost-tower-1f,lost-tower,sinnoh,1
41,zubat,lost-tower-2f,lost-tower,sinnoh,1
41,zubat,lost-tower-3f,lost-tower,sinnoh,1
41,zubat,lost-tower-4f,lost-tower,sinnoh,1
41,zubat,lost-tower-5f,lost-tower,sinnoh,1
41,zubat,sinnoh-route-211-west-towards-eterna-city,sinnoh-route-211,sinnoh,1
41,zubat,sinnoh-route-211-east-towards-celestic-town,sinnoh-route-211,sinnoh,1
41,zubat,sinnoh-route-214-area,sinnoh-route-214,sinnoh,1
41,zubat,sinnoh-route-216-area,sinnoh-route-216,sinnoh,1
41,zubat,sinnoh-route-217-area,sinnoh-route-217,sinnoh,1
41,zubat,johto-route-30-area,johto-route-30,johto,1
41,zubat,johto-route-31-area,johto-route-31,johto,1
41,zubat,johto-route-32-area,johto-route-32,johto,1
41,zubat,union-cave-1f,union-cave,johto,1
41,zubat,union-cave-b1f,union-cave,johto,1
41,zubat,union-cave-b2f,union-cave,johto,1
41,zubat,johto-route-33-area,johto-route-33,johto,1
41,zubat,slowpoke-well-1f,slowpoke-well,johto,1
41,zubat,slowpoke-well-b1f,slowpoke-well,johto,1
41,zubat,ilex-forest-area,ilex-forest,johto,1
41,zubat,burned-tower-1f,burned-tower,johto,1
41,zubat,burned-tower-b1f,burned-tower,johto,1
41,zubat,whirl-islands-1f,whirl-islands,johto,1
41,zubat,whirl-islands-b1f,whirl-islands,johto,1
41,zubat,whirl-islands-b2f,whirl-islands,johto,1
41,zubat,whirl-islands-b3f,whirl-islands,johto,1
41,zubat,johto-route-42-area,johto-route-42,johto,1
41,zubat,mt-mortar-1f,mt-mortar,johto,1
41,zubat,mt-mortar-lower-cave,mt-mortar,johto,1
41,zubat,mt-mortar-b1f,mt-mortar,johto,1
41,zubat,ice-path-1f,ice-path,johto,1
41,zubat,ice-path-b1f,ice-path,johto,1
41,zubat,ice-path-b2f,ice-path,johto,1
41,zubat,ice-path-b3f,ice-path,johto,1
41,zubat,dark-cave-violet-city-entrance,dark-cave,johto,1
41,zubat,dark-cave-blackthorn-city-entrance,dark-cave,johto,1
41,zubat,seafoam-islands-1f,seafoam-islands,kanto,1
41,zubat,seafoam-islands-b1f,seafoam-islands,kanto,1
41,zubat,seafoam-islands-b2f,seafoam-islands,kanto,1
41,zubat,seafoam-islands-b3f,seafoam-islands,kanto,1
41,zubat,seafoam-islands-b4f,seafoam-islands,kanto,1
41,zubat,johto-route-47-inside-cave,johto-route-47,johto,1
41,zubat,mt-moon-1f,mt-moon,kanto,1
41,zubat,mt-moon-2f,mt-moon,kanto,1
41,zubat,rock-tunnel-1f,rock-tunnel,kanto,1
41,zubat,rock-tunnel-b1f,rock-tunnel,kanto,1
41,zubat,kanto-route-3-area,kanto-route-3,kanto,1
41,zubat,kanto-route-4-area,kanto-route-4,kanto,1
41,zubat,kanto-route-9-area,kanto-route-9,kanto,1
41,zubat,kanto-route-10-area,kanto-route-10,kanto,1
41,zubat,tohjo-falls-area,tohjo-falls,johto,1
41,zubat,mt-moon-b1f,mt-moon,kanto,1
41,zubat,mt-moon-b2f,mt-moon,kanto,1
41,zubat,rock-tunnel-b2f,rock-tunnel,kanto,1
41,zubat,kanto-victory-road-2-1f,kanto-victory-road-2,kanto,1
41,zubat,kanto-victory-road-2-2f,kanto-victory-road-2,kanto,1
41,zubat,kanto-victory-road-2-3f,kanto-victory-road-2,kanto,1
41,zubat,meteor-falls-area,meteor-falls,hoenn,1
41,zubat,granite-cave-1f,granite-cave,hoenn,1
41,zubat,granite-cave-b1f,granite-cave,hoenn,1
41,zubat,granite-cave-b2f,granite-cave,hoenn,1
41,zubat,granite-cave-1fsmall-room,granite-cave,hoenn,1
41,zubat,seafloor-cavern-area,seafloor-cavern,hoenn,1
41,zubat,cave-of-origin-entrance,cave-of-origin,hoenn,1
41,zubat,cave-of-origin-1f,cave-of-origin,hoenn,1
41,zubat,cave-of-origin-b1f,cave-of-origin,hoenn,1
41,zubat,cave-of-origin-b2f,cave-of-origin,hoenn,1
41,zubat,cave-of-origin-b3f,cave-of-origin,hoenn,1
41,zubat,hoenn-victory-road-1f,hoenn-victory-road,hoenn,1
41,zubat,shoal-cave-area,shoal-cave,hoenn,1
41,zubat,shoal-cave-b1f,shoal-cave,hoenn,1
41,zubat,hoenn-altering-cave-a,hoenn-altering-cave,hoenn,1
41,zubat,icefall-cave-entrance,icefall-cave,kanto,1
41,zubat,icefall-cave-1f,icefall-cave,kanto,1
41,zubat,icefall-cave-b1f,icefall-cave,kanto,1
41,zubat,icefall-cave-waterfall,icefall-cave,kanto,1
41,zubat,lost-cave-room-1,lost-cave,kanto,1
41,zubat,lost-cave-room-2,lost-cave,kanto,1
41,zubat,lost-cave-room-3,lost-cave,kanto,1
41,zubat,lost-cave-room-4,lost-cave,kanto,1
41,zubat,lost-cave-room-5,lost-cave,kanto,1
41,zubat,lost-cave-room-6,lost-cave,kanto,1
41,zubat,lost-cave-room-7,lost-cave,kanto,1
41,zubat,lost-cave-room-8,lost-cave,kanto,1
41,zubat,lost-cave-room-9,lost-cave,kanto,1
41,zubat,lost-cave-room-10,lost-cave,kanto,1
41,zubat,lost-cave-item-rooms,lost-cave,kanto,1
41,zubat,kanto-altering-cave-a,kanto-altering-cave,kanto,1
41,zubat,castelia-sewers-area,castelia-sewers,unova,1
41,zubat,castelia-sewers-unknown-area-38,castelia-sewers,unova,1
41,zubat,connecting-cave-area,connecting-cave,kalos,1
41,zubat,johto-safari-zone-zone-mountain,johto-safari-zone,johto,1
41,zubat,johto-safari-zone-zone-rocky-beach,johto-safari-zone,johto,1
41,zubat,johto-safari-zone-zone-savannah,johto-safari-zone,johto,1
41,zubat,digletts-tunnel-area,digletts-tunnel,alola,1
41,zubat,hauoli-cemetery-area,hauoli-cemetery,alola,1
41,zubat,lush-jungle-east-cave,lush-jungle,alola,1
41,zubat,memorial-hill-area,memorial-hill,alola,1
41,zubat,sandy-cave-area,sandy-cave,alola,1
41,zubat,seaward-cave-area,seaward-cave,alola,1
41,zubat,ten-carat-hill-inside,ten-carat-hill,alola,1
41,zubat,verdant-cavern-trial-site,verdant-cavern,alola,1
41,zubat,poke-pelago-poni-island-reached,poke-pelago,alola,1
41,zubat,poke-pelago-ulaula-island-reached,poke-pelago,alola,1
41,zubat,poke-pelago-elite-four-defeated,poke-pelago,alola,1
43,oddish,sinnoh-route-224-area,sinnoh-route-224,sinnoh,1
43,oddish,sinnoh-route-229-area,sinnoh-route-229,sinnoh,1
43,oddish,sinnoh-sea-route-230-area,sinnoh-sea-route-230,sinnoh,1
43,oddish,ilex-forest-area,ilex-forest,johto,1
43,oddish,kanto-route-12-area,kanto-route-12,kanto,1
43,oddish,kanto-route-5-area,kanto-route-5,kanto,1
43,oddish,kanto-route-6-area,kanto-route-6,kanto,1
43,oddish,kanto-route-7-area,kanto-route-7,kanto,1
43,oddish,kanto-route-13-area,kanto-route-13,kanto,1
43,oddish,kanto-route-14-area,kanto-route-14,kanto,1
43,oddish,kanto-route-15-area,kanto-route-15,kanto,1
43,oddish,kanto-route-24-area,kanto-route-24,kanto,1
43,oddish,kanto-route-25-area,kanto-route-25,kanto,1
43,oddish,hoenn-route-110-area,hoenn-route-110,hoenn,1
43,oddish,hoenn-route-117-area,hoenn-route-117,hoenn,1
43,oddish,hoenn-route-119-area,hoenn-route-119,hoenn,1
43,oddish,hoenn-route-120-area,hoenn-route-120,hoenn,1
43,oddish,hoenn-route-121-area,hoenn-route-121,hoenn,1
43,oddish,hoenn-route-123-area,hoenn-route-123,hoenn,1
43,oddish,hoenn-safari-zone-nwmach-bike-area,hoenn-safari-zone,hoenn,1
43,oddish,hoenn-safari-zone-neacro-bike-area,hoenn-safari-zone,hoenn,1
43,oddish,hoenn-safari-zone-sw,hoenn-safari-zone,hoenn,1
43,oddish,hoenn-safari-zone-se,hoenn-safari-zone,hoenn,1
43,oddish,berry-forest-area,berry-forest,kanto,1
43,oddish,cape-brink-area,cape-brink,kanto,1
43,oddish,bond-bridge-area,bond-bridge,kanto,1
43,oddish,water-path-area,water-path,kanto,1
43,oddish,kalos-route-6-area,kalos-route-6,kalos,1
43,oddish,johto-safari-zone-zone-marshland,johto-safari-zone,johto,1
46,paras,ilex-forest-area,ilex-forest,johto,1
46,paras,mt-moon-1f,mt-moon,kanto,1
46,paras,mt-moon-2f,mt-moon,kanto,1
46,paras,mt-moon-b1f,mt-moon,kanto,1
46,paras,mt-moon-b2f,mt-moon,kanto,1
46,paras,kanto-safari-zone-middle,kanto-safari-zone,kanto,1
46,paras,kanto-safari-zone-area-1-east,kanto-safari-zone,kanto,1
46,paras,kanto-safari-zone-area-2-north,kanto-safari-zone,kanto,1
46,paras,johto-safari-zone-zone-swamp,johto-safari-zone,johto,1
46,paras,alola-route-11-area,alola-route-11,alola,1
46,paras,brooklet-hill-north,brooklet-hill,alola,1
46,paras,brooklet-hill-south,brooklet-hill,alola,1
46,paras,lush-jungle-north,lush-jungle,alola,1
46,paras,lush-jungle-south,lush-jungle,alola,1
46,paras,lush-jungle-west,lush-jungle,alola,1
48,venonat,sinnoh-route-229-area,sinnoh-route-229,sinnoh,1
48,venonat,ilex-forest-area,ilex-forest,johto,1
48,venonat,national-park-area,national-park,johto,1
